StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,TotPkts,TotBytes,SrcBytes,Label
"jueves, 18 de agosto de 2011",0.0000750,tcp,38101148126,46174,<?>,147.32.84.36,80,FA_A,0,0,2,132,66,flow=Background
"jueves, 18 de agosto de 2011",0.0019920,udp,99.75.37.133,49185,<->,147.32.84.229,13363,CON,0,0,2,236,174,flow=Background
"jueves, 18 de agosto de 2011",4437733460000000.0000000,tcp,212.111.2.151,8000,<?>,147.32.86.135,4022,PA_RA,0,0,15227,15055750,14750830,flow=Background
"jueves, 18 de agosto de 2011",138854410000000.0000000,tcp,147.32.84.59,61161,<?>,80.239.148.114,80,RPA_PA,0,0,26,3144,1788,flow=Background
"jueves, 18 de agosto de 2011",1088214950000000.0000000,udp,24.14.31.102,42366,<->,147.32.84.229,13363,CON,0,0,3,294,232,flow=Background
"jueves, 18 de agosto de 2011",0.2096300,udp,147.32.84.59,22602,<->,68.98.34.178,17170,CON,0,0,2,474,145,flow=Background
"jueves, 18 de agosto de 2011",0.0009370,udp,77.70.70.223,42595,<->,147.32.86.116,19083,CON,0,0,2,134,73,flow=Background
"jueves, 18 de agosto de 2011",9478767700000000.0000000,tcp,218.75.208.58,3107,<?>,147.32.84.2,80,FRA_PA,0,0,7342,6807062,189308,flow=Background
"jueves, 18 de agosto de 2011",0.0007900,tcp,147.32.86.194,3972,<?>,173.194.1.27,80,FA_R,0,0,2,120,60,flow=Background
"jueves, 18 de agosto de 2011",0.0156130,tcp,147.32.86.194,3974,<?>,74.125.108.185,80,FA_R,0,0,2,120,60,flow=Background
"jueves, 18 de agosto de 2011",9561128540000000.0000000,tcp,147.32.84.194,1081,<?>,164.8.252.2,24250,PA_PA,0,0,85,7562,4253,flow=Background
"jueves, 18 de agosto de 2011",0.2699290,udp,147.32.86.116,19083,<->,187.48.177.229,7177,CON,0,0,2,538,478,flow=Background
"jueves, 18 de agosto de 2011",0.1548340,udp,147.32.86.116,19083,<->,71.207.104.220,11015,CON,0,0,2,538,478,flow=Background
"jueves, 18 de agosto de 2011",0.0008850,udp,89.28.60.81,10659,<->,147.32.86.116,19083,CON,0,0,2,135,74,flow=Background
"jueves, 18 de agosto de 2011",57366470000000.0000000,tcp,147.32.84.132,53240,<?>,77.75.76.3,80,RA_FPA,0,0,15,12253,360,flow=Background
"jueves, 18 de agosto de 2011",0.0001270,udp,210.49.64.185,29365, ->,147.32.84.59,43087,INT,0,0,1,145,145,flow=Background
"jueves, 18 de agosto de 2011",0.0000000,icmp,147.32.84.59,0x0303, ->,210.49.64.185,0x4fa8,URP,0,0,1,173,173,flow=Background
"jueves, 18 de agosto de 2011",9710284420000000.0000000,tcp,218.75.208.58,3103,<?>,147.32.84.2,80,A_PA,0,0,8029,7464478,206362,flow=Background
"jueves, 18 de agosto de 2011",0.0008970,udp,178.211.12.150,28485,<->,147.32.86.116,19083,CON,0,0,2,137,76,flow=Background
"jueves, 18 de agosto de 2011",9601435550000000.0000000,tcp,147.32.84.59,47122,<?>,64.12.68.227,443,PA_PA,0,0,70,7050,2706,flow=Background
"jueves, 18 de agosto de 2011",9601445310000000.0000000,tcp,147.32.84.59,48422,<?>,64.12.73.133,443,PA_A,0,0,42,2520,1260,flow=Background
"jueves, 18 de agosto de 2011",9601494750000000.0000000,tcp,147.32.84.59,52955,<?>,205.188.10.217,443,PA_PA,0,0,118,28670,5830,flow=Background
"jueves, 18 de agosto de 2011",9328168950000000.0000000,tcp,1.96213E+11,64010,<?>,147.32.84.229,443,PA_PA,0,0,199,19639,9660,flow=Background
"jueves, 18 de agosto de 2011",3542814330000000.0000000,udp,46.10.64.155,54954,<->,147.32.86.116,19083,CON,0,0,16,1952,1456,flow=Background
"jueves, 18 de agosto de 2011",9561530760000000.0000000,tcp,147.32.82.164,49879,<?>,147.32.84.130,5222,PA_PA,0,0,277,189695,11338,flow=Background
"jueves, 18 de agosto de 2011",0.0000000,icmp,77.70.54.156,0x0103, ->,147.32.84.59,0x4d46,URH,0,0,1,173,173,flow=Background
"jueves, 18 de agosto de 2011",0.0255830,tcp,209.85.149.189,443,<?>,147.32.85.123,32953,FPA_FPA,0,0,6,481,190,flow=Background
"jueves, 18 de agosto de 2011",0.0002860,udp,147.32.85.123,47524,<->,147.32.80.9,53,CON,0,0,2,240,77,flow=Background
"jueves, 18 de agosto de 2011",0.0202650,udp,147.32.85.123,43402,<->,147.32.80.9,53,CON,0,0,2,342,77,flow=Background
"jueves, 18 de agosto de 2011",0.0002830,udp,147.32.84.138,49209,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0003190,udp,147.32.84.138,54093,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",2539246980000000.0000000,tcp,89102109225,4666,<?>,147.32.84.68,64280,FPA_FPA,0,0,33,2063,1329,flow=Background
"jueves, 18 de agosto de 2011",7984495850000000.0000000,tcp,218.75.208.58,3083,<?>,147.32.84.2,80,FRA_PA,0,0,6515,6040872,168006,flow=Background
"jueves, 18 de agosto de 2011",2528446040000000.0000000,tcp,89102109225,80,<?>,147.32.84.59,50309,FPA_FPA,0,0,40,2784,1432,flow=Background
"jueves, 18 de agosto de 2011",0.0007510,udp,114181224.4,37151,<->,147.32.86.116,19083,CON,0,0,2,133,72,flow=Background
"jueves, 18 de agosto de 2011",0.0001180,tcp,147.32.84.28,56781,<?>,147.32.80.13,80,FA_A,0,0,2,132,66,flow=Background
"jueves, 18 de agosto de 2011",0.0479210,udp,94.179.50.68,23535,<->,147.32.86.116,19083,CON,0,0,2,138,77,flow=Background
"jueves, 18 de agosto de 2011",0.0002370,udp,147.32.84.138,35858,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0001580,udp,147.32.84.138,49793,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",9401353760000000.0000000,udp,147.32.84.5,43202,<->,81.27.192.20,123,CON,0,0,60,5400,2700,flow=Background
"jueves, 18 de agosto de 2011",991544270000000.0000000,tcp,194108204.2,42639,<?>,147.32.84.138,8080,FPA_FPA,0,0,201,78895,50254,flow=Background
"jueves, 18 de agosto de 2011",0.0001920,udp,147.32.84.138,51857,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0001920,udp,147.32.84.138,40542,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",1620371860000000.0000000,tcp,85.207.18.94,59457,<?>,147.32.84.229,13363,FPA_FPA,0,0,10,1750,1510,flow=Background
"jueves, 18 de agosto de 2011",564888380000000.0000000,tcp,147.32.85.123,32956, ->,209.85.149.189,443,FSPA_FSPA,0,0,20,4631,3344,flow=Background
"jueves, 18 de agosto de 2011",0.0003270,udp,147.32.84.138,53120,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0002540,udp,147.32.84.138,56276,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0002160,udp,147.32.84.138,36007,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0002710,udp,147.32.84.138,48089,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0001570,udp,147.32.84.138,37627,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0002690,udp,147.32.84.138,38072,<->,147.32.80.9,53,CON,0,0,2,214,81,flow=Background
"jueves, 18 de agosto de 2011",0.0007920,udp,81232131213,49703,<->,147.32.84.229,13363,CON,0,0,2,602,72,flow=Background
"jueves, 18 de agosto de 2011",953178250000000.0000000,udp,62195239.49,14109,<->,147.32.87.238,39371,CON,0,0,12,774,390,flow=Background
"jueves, 18 de agosto de 2011",9707208250000000.0000000,tcp,218.75.208.58,3117,<?>,147.32.84.2,80,A_PA,0,0,8163,7597970,209650,flow=Background
"jueves, 18 de agosto de 2011",8737655030000000.0000000,tcp,147.32.86.116,19083,<?>,95.124.65.192,55222,PA_PA,0,0,153,12720,5906,flow=Background
"jueves, 18 de agosto de 2011",0.0009270,udp,85.65.190.237,28802,<->,147.32.84.229,13363,CON,0,0,2,548,77,flow=Background
"jueves, 18 de agosto de 2011",2600979610000000.0000000,udp,147.32.84.59,52996,<->,128.197.225.40,23756,CON,0,0,28,1764,882,flow=Background
"jueves, 18 de agosto de 2011",2600441280000000.0000000,udp,147.32.84.59,52996,<->,46.109.19.85,1112,CON,0,0,28,1792,896,flow=Background
"jueves, 18 de agosto de 2011",9708974000000000.0000000,tcp,218.75.208.58,3104,<?>,147.32.84.2,80,A_PA,0,0,7878,7326078,202708,flow=Background
"jueves, 18 de agosto de 2011",766352620000000.0000000,tcp,218.75.208.58,3253,<?>,147.32.84.2,80,FRA_PA,0,0,577,541332,14400,flow=Background
"jueves, 18 de agosto de 2011",1127755360000000.0000000,tcp,83133226.37,9001,<?>,147.32.85.36,60294,FPA_FA,0,0,5,916,718,flow=Background
"jueves, 18 de agosto de 2011",14657070000000.0000000,tcp,85.3.219.122,55347, ->,147.32.84.118,6881,S_RA,0,0,6,374,194,flow=Background
"jueves, 18 de agosto de 2011",9703250730000000.0000000,udp,147.32.86.116,19083,<->,140.113.63.20,20866,CON,0,0,43,6335,3156,flow=Background
"jueves, 18 de agosto de 2011",9112376710000000.0000000,tcp,147.32.86.116,19083,<?>,213.146.167.64,59990,PA_PA,0,0,76,7787,3311,flow=Background
"jueves, 18 de agosto de 2011",0.0689140,udp,147.32.86.116,19083,<->,213.141.150.86,35710,CON,0,0,2,538,478,flow=Background
"jueves, 18 de agosto de 2011",0.0606270,udp,147.32.86.116,19083,<->,82.230.217.162,21991,CON,0,0,2,538,478,flow=Background
"jueves, 18 de agosto de 2011",6130892940000000.0000000,udp,196.214.66.173,43589,<->,147.32.84.229,13363,CON,0,0,4,456,332,flow=Background
"jueves, 18 de agosto de 2011",653450010000000.0000000,udp,41.97.77.123,16621,<->,147.32.84.229,13363,CON,0,0,6,634,448,flow=Background
"jueves, 18 de agosto de 2011",8979984130000000.0000000,tcp,77.167.43.213,1123,<?>,147.32.84.229,13363,PA_PA,0,0,202,16860,10082,flow=Background
"jueves, 18 de agosto de 2011",0.0854410,udp,147.32.84.59,63550, ->,77.127.225.35,37924,INT,0,0,1,145,145,flow=Background
"jueves, 18 de agosto de 2011",0.0000000,udp,147.32.84.59,63550, ->,64.106.82.24,10510,INT,0,0,1,145,145,flow=Background
"jueves, 18 de agosto de 2011",0.1687980,udp,147.32.84.59,63550,<->,69.23.243.91,26789,CON,0,0,2,474,145,flow=Background
"jueves, 18 de agosto de 2011",0.1378730,udp,147.32.84.59,63550,<->,46.45.4.95,63737,CON,0,0,2,474,145,flow=Background
"jueves, 18 de agosto de 2011",9706844480000000.0000000,tcp,78.80.14.227,22,<?>,147.32.84.3,41343,PA_PA,0,0,6323,589094,379796,flow=Background
"jueves, 18 de agosto de 2011",8999119870000000.0000000,arp,147.32.87.13,,who,147.32.87.1,,CON,0,0,6,360,180,flow=Background
"jueves, 18 de agosto de 2011",0.0017980,icmp,147.32.87.249,,<-,147.32.87.13,0x0002,RED,0,0,2,148,0,flow=Background
"jueves, 18 de agosto de 2011",9629448240000000.0000000,icmp,147.32.87.1,0x0105, ->,147.32.87.13,0x9320,RED,0,0,31,2170,2170,flow=Background
"jueves, 18 de agosto de 2011",0.0006660,udp,89252229116,41490,<->,147.32.84.229,13363,CON,0,0,2,137,77,flow=Background
"jueves, 18 de agosto de 2011",144578460000000.0000000,udp,210.222.83.66,29349,<->,147.32.86.116,19083,CON,0,0,6,1165,984,flow=Background
"jueves, 18 de agosto de 2011",6706472780000000.0000000,tcp,41.49.22.45,63209,<?>,147.32.86.116,80,PA_FRPA,0,0,32,2679,725,flow=Background
"jueves, 18 de agosto de 2011",5015077820000000.0000000,udp,189.1.18.134,64849,<->,147.32.84.229,13363,CON,0,0,6,819,594,flow=Background
"jueves, 18 de agosto de 2011",663575060000000.0000000,udp,147.32.84.94,7103,<->,81.57.82.174,11111,CON,0,0,909,881114,873080,flow=Background
"jueves, 18 de agosto de 2011",9709559330000000.0000000,udp,147.32.84.94,7103,<->,68.105.9.33,7439,CON,0,0,2927,2844620,2819270,flow=Background
"jueves, 18 de agosto de 2011",9676313480000000.0000000,tcp,2.17112E+11,33093,<?>,147.32.84.229,13363,PA_PA,0,0,316,32632,18628,flow=Background
"jueves, 18 de agosto de 2011",0.0006600,udp,24.5.99.205,1079,<->,147.32.84.229,13363,CON,0,0,2,251,189,flow=Background
"jueves, 18 de agosto de 2011",2800728150000000.0000000,tcp,218.75.208.58,3092,<?>,147.32.84.2,80,FRA_PA,0,0,2450,2275022,63008,flow=Background
"jueves, 18 de agosto de 2011",0.0022790,udp,1.21209E+11,19158,<->,147.32.86.116,19083,CON,0,0,2,524,464,flow=Background
"jueves, 18 de agosto de 2011",0.1902380,udp,147.32.86.116,19083,<->,70.162.81.74,52070,CON,0,0,2,538,478,flow=Background
"jueves, 18 de agosto de 2011",0.0721270,udp,147.32.86.116,19083,<->,188.138.146.41,33847,CON,0,0,2,538,478,flow=Background
"jueves, 18 de agosto de 2011",0.0000000,icmp,77127225.35,0x0303, ->,147.32.84.59,0x2494,URP,0,0,1,70,70,flow=Background
"jueves, 18 de agosto de 2011",0.0000000,udp,147.32.84.59,22602, ->,119.205.88.52,55594,INT,0,0,1,145,145,flow=Background
"jueves, 18 de agosto de 2011",3627884830000000.0000000,tcp,147.32.84.59,35151,<?>,74.125.232.216,443,FPA_FPA,0,0,66,32283,20077,flow=Background
"jueves, 18 de agosto de 2011",1602333370000000.0000000,tcp,90181119149,19349,<?>,147.32.87.54,8081,FA_FPA,0,0,1389,1231017,32520,flow=Background
"jueves, 18 de agosto de 2011",9703237920000000.0000000,tcp,147.32.85.56,44076,<?>,81.19.46.234,52759,PA_PA,0,0,2910,270654,193068,flow=Background
"jueves, 18 de agosto de 2011",14355670000000.0000000,tcp,147.32.84.118,1900, ->,211.74.62.95,6881,RPA_FSRPA,0,0,11,1079,510,flow=Background
"jueves, 18 de agosto de 2011",9676354370000000.0000000,udp,147.32.84.68,51454,<->,178.162.32.115,1107,CON,0,0,279,19022,9467,flow=Background
"jueves, 18 de agosto de 2011",208123210000000.0000000,udp,147.32.84.68,51454, ->,77.75.208.210,23765,INT,0,0,3,180,180,flow=Background
"jueves, 18 de agosto de 2011",2035409850000000.0000000,tcp,147.32.84.21,49278,<?>,209.85.149.95,80,FA_FA,0,0,14,924,462,flow=Background
"jueves, 18 de agosto de 2011",2035412600000000.0000000,tcp,147.32.84.21,49279,<?>,209.85.149.95,80,FA_FA,0,0,14,924,462,flow=Background
"jueves, 18 de agosto de 2011",9664363400000000.0000000,arp,147.32.87.78,,who,147.32.87.78,,INT,0,0,177,10620,10620,flow=Background
"jueves, 18 de agosto de 2011",299395850000000.0000000,udp,184.56.21.93,16156,<->,147.32.86.116,19083,CON,0,0,4,268,146,flow=Background
"jueves, 18 de agosto de 2011",0.0613660,udp,147.32.86.116,19083,<->,93.81.37.128,60970,CON,0,0,2,538,478,flow=Background
"jueves, 18 de agosto de 2011",0.0534040,udp,147.32.86.116,19083,<->,88.130.176.220,64073,CON,0,0,2,538,478,flow=Background
"jueves, 18 de agosto de 2011",0.0000000,udp,147.32.84.59,63550, ->,67.68.123.219,12905,INT,0,0,1,145,145,flow=Background
"jueves, 18 de agosto de 2011",0.0009500,udp,109160108.6,7729,<->,147.32.84.229,13363,CON,0,0,2,134,74,flow=Background
"jueves, 18 de agosto de 2011",0.0000000,udp,95143213239,52869, ->,147.32.84.135,14595,INT,0,0,1,140,140,flow=Background
"jueves, 18 de agosto de 2011",9641729740000000.0000000,udp,147.32.193.105,1194,<->,147.32.84.59,54010,CON,0,0,320,36023,19135,flow=Background
"jueves, 18 de agosto de 2011",27329390000000.0000000,udp,88.207.67.70,23409,<->,147.32.84.229,13363,CON,0,0,4,732,327,flow=Background
"jueves, 18 de agosto de 2011",9594385990000000.0000000,tcp,66220151.99,5222,<?>,147.32.85.124,61139,PA_PA,0,0,87,13452,9676,flow=Background
"jueves, 18 de agosto de 2011",2000157780000000.0000000,tcp,147.32.85.26,65004,<?>,77.93.199.114,80,FRPA_FPA,0,0,66,28568,15222,flow=Background
"jueves, 18 de agosto de 2011",1230935520000000.0000000,tcp,110.55.81.14,4841, ->,147.32.87.238,39371,FSPA_FSRPA,0,0,91,6329,2988,flow=Background
"jueves, 18 de agosto de 2011",9706462400000000.0000000,tcp,218.75.208.58,3091,<?>,147.32.84.2,80,A_A,0,0,7780,7224662,199702,flow=Background
"jueves, 18 de agosto de 2011",9623773800000000.0000000,tcp,195.8.31.39,49228,<?>,147.32.84.229,13363,PA_PA,0,0,109,14147,10761,flow=Background
"jueves, 18 de agosto de 2011",0.6392330,udp,147.32.84.59,63550,<->,207.68.225.73,15576,CON,0,0,2,474,145,flow=Background
"jueves, 18 de agosto de 2011",0.0009530,udp,151.52.23.209,10043,<->,147.32.84.229,13363,CON,0,0,2,317,64,flow=Background
"jueves, 18 de agosto de 2011",0.0000080,tcp,147.32.84.59,50455, ?>,74.125.232.233,443,FRA_,0,0,2,120,120,flow=Background
"jueves, 18 de agosto de 2011",0.0034160,udp,109191168,54960,<->,147.32.84.229,13363,CON,0,0,2,313,64,flow=Background
"jueves, 18 de agosto de 2011",9407268070000000.0000000,tcp,147.32.84.229,80,<?>,151.82.167.125,1156,PA_PA,0,0,179,21780,5499,flow=Background
"jueves, 18 de agosto de 2011",9547757570000000.0000000,udp,147.32.84.39,44527,<->,212.71.128.157,123,CON,0,0,20,1800,900,flow=Background
"jueves, 18 de agosto de 2011",6151814580000000.0000000,udp,195.16.79.129,65408,<->,147.32.84.229,13363,CON,0,0,4,494,346,flow=Background
"jueves, 18 de agosto de 2011",0.0008110,udp,109205254.5,45599,<->,147.32.84.229,13363,CON,0,0,2,312,64,flow=Background
"jueves, 18 de agosto de 2011",135584990000000.0000000,tcp,147.32.84.59,61113,<?>,80.239.148.114,80,RPA_PA,0,0,29,3588,2006,flow=Background
"jueves, 18 de agosto de 2011",8784909060000000.0000000,udp,79123121.26,47878,<->,147.32.84.229,13363,CON,0,0,14,1598,1165,flow=Background
"jueves, 18 de agosto de 2011",0.0014550,tcp,194108204.2,42637,<?>,147.32.84.138,8080,FA_A,0,0,4,264,198,flow=Background
"jueves, 18 de agosto de 2011",0.1091030,udp,197.1.97.206,34171,<->,147.32.84.229,13363,CON,0,0,4,261,141,flow=Background
"jueves, 18 de agosto de 2011",67688980000000.0000000,udp,147.32.86.116,19083,<->,116.248.87.211,16050,CON,0,0,4,1494,1434,flow=Background
"jueves, 18 de agosto de 2011",0.0541050,udp,147.32.86.116,19083,<->,95.27.9.62,13431,CON,0,0,2,538,478,flow=Background
"jueves, 18 de agosto de 2011",1022351070000000.0000000,tcp,41.141.56.180,2558,<?>,147.32.86.116,19083,FPA_FPA,0,0,22,2162,1484,flow=Background
"jueves, 18 de agosto de 2011",3100819400000000.0000000,tcp,147.32.84.229,443,<?>,193.110.114.54,56663,FRPA_FPA,0,0,250,33792,16088,flow=Background
"jueves, 18 de agosto de 2011",8402605590000000.0000000,rtp,147.32.84.229,13363,<->,67.49.87.225,56523,CON,0,0,13,1148,635,flow=Background
"jueves, 18 de agosto de 2011",4811221920000000.0000000,tcp,218.75.208.58,3097,<?>,147.32.84.2,80,FRA_A,0,0,4117,3821264,105848,flow=Background
"jueves, 18 de agosto de 2011",9375097660000000.0000000,udp,46.60.59.228,65298,<->,147.32.86.116,19083,CON,0,0,18,4398,3695,flow=Background
"jueves, 18 de agosto de 2011",9388063960000000.0000000,udp,41228232.64,34698,<->,147.32.84.229,13363,CON,0,0,6,755,536,flow=Background
"jueves, 18 de agosto de 2011",9706524660000000.0000000,tcp,218.75.208.58,3126,<?>,147.32.84.2,80,A_PA,0,0,7046,6540988,180674,flow=Background
"jueves, 18 de agosto de 2011",9583606570000000.0000000,tcp,147.32.84.229,13363,<?>,41.228.232.64,50490,PA_PA,0,0,126,12972,5039,flow=Background
"jueves, 18 de agosto de 2011",9195059810000000.0000000,tcp,86148254.82,52973,<?>,147.32.84.229,13363,PA_PA,0,0,43,2896,1206,flow=Background
"jueves, 18 de agosto de 2011",9469522710000000.0000000,tcp,147.32.87.20,10010,<?>,147.32.3.51,1315,PA_PA,0,0,293,19550,9556,flow=Background
"jueves, 18 de agosto de 2011",0.0007130,udp,85115136209,13994,<->,147.32.84.229,13363,CON,0,0,2,310,191,flow=Background
"jueves, 18 de agosto de 2011",9677043460000000.0000000,udp,195.113.64.214,1900, ->,239.255.255.250,1900,INT,0,0,294,90160,90160,flow=Background
"jueves, 18 de agosto de 2011",0.1950550,udp,147.32.84.229,13363,<->,84.202.92.204,40072,CON,0,0,4,708,587,flow=Background
"jueves, 18 de agosto de 2011",4167797240000000.0000000,udp,147.32.84.229,13363,<->,95.87.154.154,8211,CON,0,0,8,1124,856,flow=Background
"jueves, 18 de agosto de 2011",0.3158250,udp,147.32.84.229,13363,<->,68.40.43.148,41766,CON,0,0,4,708,587,flow=Background
"jueves, 18 de agosto de 2011",9432491460000000.0000000,tcp,147251134.2,8797,<?>,147.32.87.238,4449,PA_PA,0,0,109,9858,3583,flow=Background
"jueves, 18 de agosto de 2011",0.1185950,udp,147.32.86.116,19083,<->,208.88.186.8,34001,CON,0,0,2,538,478,flow=Background
"jueves, 18 de agosto de 2011",0.3550570,udp,147.32.86.116,19083,<->,59.126.231.222,56949,CON,0,0,2,538,478,flow=Background
"jueves, 18 de agosto de 2011",9203959960000000.0000000,tcp,151.40.67.130,51498,<?>,147.32.84.229,13363,PA_PA,0,0,46,3937,2258,flow=Background
"jueves, 18 de agosto de 2011",8088721310000000.0000000,udp,147.32.84.229,13363,<->,95.158.4.59,23892,CON,0,0,4,700,580,flow=Background
"jueves, 18 de agosto de 2011",0.1487130,udp,147.32.84.229,13363,<->,71.63.196.112,29900,CON,0,0,2,565,505,flow=Background
